ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates,iso_region_len
K24N,small_airport,Jicarilla Apache Nation Airport,7618.0,,US,US-NM,DULCE,K24N,,24N,"-106.88400268554688, 36.82849884033203",5
K24R,small_airport,Dilley Airpark,542.0,,US,US-TX,DILLEY,K24R,,24R,"-99.18920135498047, 28.68549919128418",5
K25D,small_airport,Forest Lake Airport,925.0,,US,US-MN,FOREST LAKE,K25D,,25D,"-92.99440002441406, 45.24769973754883",5
K25J,small_airport,Cuthbert-Randolph Airport,457.0,,US,US-GA,CUTHBERT,K25J,,25J,"-84.82489776610001, 31.700199127199998",5
K25M,small_airport,Ripley Airport,465.0,,US,US-MS,RIPLEY,K25M,,25M,"-89.01509857177734, 34.7223014831543",5
K26,small_airport,Carrollton Memorial Airport,670.0,,US,US-MO,CARROLLTON,K26,,K26,"-93.50659942626953, 39.3114013671875",5
K26A,small_airport,Ashland/Lineville Airport,1065.0,,US,US-AL,ASHLAND/LINEVILLE,K26A,,26A,"-85.8041000366, 33.2876014709",5
K26R,small_airport,Jackson County Airport,61.0,,US,US-TX,EDNA,K26R,,26R,"-96.58200073242188, 29.000999450683594",5
K26U,small_airport,Mc Dermitt State Airport,4478.0,,US,US-OR,MC DERMITT,K26U,,26U,"-117.722999573, 42.002101898199996",5
K27,small_airport,Burrello-Mechanicville Airport,195.0,,US,US-NY,MECHANICVILLE,K27,,K27,"-73.66840362548828, 42.89310073852539",5
K27A,small_airport,Elbert-County-Patz Field,603.0,,US,US-GA,ELBERTON,KEBA,,EBA,"-82.81590271, 34.095199585",5
K27K,small_airport,Georgetown-Scott County Regional Airport,947.0,,US,US-KY,GEORGETOWN,,,27K,"-84.434702, 38.234405",5
K27R,small_airport,Eldorado Airport,2448.0,,US,US-TX,ELDORADO,K27R,,27R,"-100.61100006103516, 30.862199783325195",5
K28J,small_airport,Palatka Municipal - Lt. Kay Larkin Field,48.0,,US,US-FL,PALATKA,K28J,,28J,"-81.68890381, 29.65859985",5
K29,small_airport,Council Airport,85.0,,US,US-AK,COUNCIL,K29,CIL,K29,"-163.70300293, 64.89790344240001",5
K29D,small_airport,Grove City Airport,1371.0,,US,US-PA,GROVE CITY,K29D,,29D,"-80.1677017211914, 41.145999908447266",5
K29M,small_airport,Waite Field Airport,812.0,,US,US-MI,DURAND,K29M,,29M,"-83.9320419, 42.8907222",5
K29S,small_airport,Gardiner Airport,5286.0,,US,US-MT,GARDINER,K29S,,29S,"-110.74700164794922, 45.04990005493164",5
K2A0,small_airport,Mark Anton Airport,719.0,,US,US-TN,DAYTON,K2A0,,2A0,"-84.93109893798828, 35.48619842529297",5
K2A1,small_airport,Jamestown Municipal Airport,1694.0,,US,US-TN,JAMESTOWN,K2A1,,2A1,"-84.94670104980469, 36.349700927734375",5
K2A2,small_airport,Holley Mountain Airpark,1269.0,,US,US-AR,CLINTON,K2A2,,2A2,"-92.40380096435547, 35.650699615478516",5
K2A5,small_airport,Causey Airport,723.0,,US,US-NC,LIBERTY,K2A5,,2A5,"-79.61759948730469, 35.911800384521484",5
K2A6,small_airport,Holly Grove Municipal Airport,176.0,,US,US-AR,HOLLY GROVE,K2A6,,2A6,"-91.16519927978516, 34.582401275634766",5
K2B3,small_airport,Parlin Field,784.0,,US,US-NH,NEWPORT,K2B3,,2B3,"-72.18930053710938, 43.388099670410156",5
K2B7,small_airport,Pittsfield Municipal Airport,198.0,,US,US-ME,PITTSFIELD,K2B7,,2B7,"-69.37439727783203, 44.76850128173828",5
K2C8,small_airport,Cavalier Municipal Airport,892.0,,US,US-ND,CAVALIER,K2C8,,2C8,"-97.63189697265625, 48.78379821777344",5
K2CB,small_airport,Camp Blanding Army Air Field/NG Airfield,196.0,,US,US-FL,CAMP BLANDING MIL RES(STARKE),K2CB,,2CB,"-81.9796981812, 29.952499389599996",5
K2D5,small_airport,Oakes Municipal Airport,1335.0,,US,US-ND,OAKES,K2D5,,2D5,"-98.07990264892578, 46.17300033569336",5
K2E3,small_airport,Cluck Ranch Airport,3423.0,,US,US-TX,GRUVER,K2E3,,2E3,"-101.69400024414062, 36.17720031738281",5
K2E5,small_airport,Dell City Municipal Airport,3701.0,,US,US-TX,DELL CITY,KGDP,,2E5,"-105.192001, 31.947599",5
K2E7,small_airport,Mc Lean Gray County Airport,2835.0,,US,US-TX,MC LEAN,K2E7,,2E7,"-100.543998718, 35.2470016479",5
K2F0,small_airport,Iraan Municipal Airport,2200.0,,US,US-TX,IRAAN,,IRB,2F0,"-101.891998291, 30.9057006836",5
K2F1,small_airport,Shamrock Municipal Airport,2369.0,,US,US-TX,SHAMROCK,K2F1,,2F1,"-100.18499755859375, 35.23619842529297",5
K2F4,small_airport,T Bar Airport,3126.0,,US,US-TX,TAHOKA,K2F4,,2F4,"-101.81999969482422, 33.176998138427734",5
K2F5,small_airport,Lamesa Municipal Airport,2999.0,,US,US-TX,LAMESA,KLUV,,LUV,"-101.919997, 32.756302",5
K2F7,small_airport,Commerce Municipal Airport,515.0,,US,US-TX,COMMERCE,K2F7,,2F7,"-95.89640045166016, 33.29290008544922",5
K2G1,small_airport,Concord Airpark,999.0,,US,US-OH,PAINESVILLE,K2G1,,2G1,"-81.19719696044922, 41.66699981689453",5
K2G2,small_airport,Jefferson County Airpark,1196.0,,US,US-OH,STEUBENVILLE,K2G2,,2G2,"-80.70010375976562, 40.35940170288086",5
K2G4,small_airport,Garrett County Airport,2933.0,,US,US-MD,OAKLAND,2G4,,2G4,"-79.339401245117, 39.580299377441",5
K2G9,small_airport,Somerset County Airport,2275.0,,US,US-PA,SOMERSET,K2G9,,2G9,"-79.01460266, 40.03910065",5
K2GC,small_airport,Grays Creek Airport,160.0,,US,US-NC,FAYETTEVILLE,K2GC,,2GC,"-78.84349822998047, 34.893699645996094",5
K2H0,small_airport,Shelby County Airport,618.0,,US,US-IL,SHELBYVILLE,2H0,,2H0,"-88.8453979492, 39.410400390599996",5
K2H2,small_airport,Jerry Sumners Sr Aurora Municipal Airport,1434.0,,US,US-MO,AURORA,K2H2,,2H2,"-93.69529724121094, 36.96229934692383",5
K2H9,small_airport,Rolette Airport,1620.0,,US,US-ND,ROLETTE,,,2H9,"-99.853203, 48.665298",5
K2I0,small_airport,Madisonville Municipal Airport,439.0,,US,US-KY,MADISONVILLE,K2I0,,2I0,"-87.39959716796875, 37.35499954223633",5
K2I3,small_airport,Rough River State Park Airport,577.0,,US,US-KY,FALLS-OF-ROUGH,2I3,,2I3,"-86.507262, 37.610022",5
K2IS,small_airport,Airglades Airport,20.0,,US,US-FL,CLEWISTON,K2IS,,2IS,"-81.04979705810547, 26.742000579833984",5
K2J2,small_airport,Liberty County Airport,98.0,,US,US-GA,HINESVILLE,K2J2,,2J2,"-81.64119720458984, 31.78459930419922",5
K2J3,small_airport,Louisville Municipal Airport,328.0,,US,US-GA,LOUISVILLE,K2J3,,2J3,"-82.38569641113281, 32.98649978637695",5
K2J5,small_airport,Millen Airport,237.0,,US,US-GA,MILLEN,K2J5,,2J5,"-81.96540069580078, 32.89360046386719",5
K2K3,small_airport,Stanton County Municipal Airport,3324.0,,US,US-KS,JOHNSON,KJHN,,JHN,"-101.733002, 37.583039",5
K2K4,small_airport,Scott Field,1643.0,,US,US-OK,MANGUM,K2K4,,2K4,"-99.5281982421875, 34.892601013183594",5
K2K7,small_airport,Neodesha Municipal Airport,841.0,,US,US-KS,NEODESHA,K2K7,,2K7,"-95.64610290527344, 37.43539810180664",5
K2K9,small_airport,Haskell Airport,588.0,,US,US-OK,HASKELL,K2K9,,2K9,"-95.66739654541016, 35.83290100097656",5
K2L0,small_airport,Pineville Municipal Airport,100.0,,US,US-LA,PINEVILLE,2L0,,2L0,"-92.443603515625, 31.346099853516",5
K2M0,small_airport,Princeton Caldwell County Airport,584.0,,US,US-KY,PRINCETON,K2M0,,2M0,"-87.85710144042969, 37.1151008605957",5
K2M2,small_airport,Lawrenceburg Lawrence County Airport,936.0,,US,US-TN,LAWRENCEBURG,K2M2,,2M2,"-87.25789642333984, 35.23429870605469",5
K2M4,small_airport,G. V. Montgomery Airport,517.0,,US,US-MS,FOREST,K2M4,,2M4,"-89.4887008667, 32.3535003662",5
K2M8,small_airport,Charles W. Baker Airport,247.0,,US,US-TN,MILLINGTON,K2M8,,2M8,"-89.93150329590001, 35.2789993286",5
K2MO,small_airport,Mount Vernon Municipal Airport,1244.0,,US,US-MO,MOUNT VERNON,K2MO,,2MO,"-93.88490295410156, 37.06840133666992",5
K2O1,small_airport,Gansner Field,3415.0,,US,US-CA,QUINCY,,GNF,2O1,"-120.945, 39.943902",5
K2O3,small_airport,Angwin Parrett Field,1848.0,,US,US-CA,ANGWIN,K2O3,,2O3,"-122.43499755859375, 38.57849884033203",5
K2O6,small_airport,Chowchilla Airport,242.0,,US,US-CA,CHOWCHILLA,K2O6,,2O6,"-120.24700164794922, 37.11240005493164",5
K2O7,small_airport,Independence Airport,3908.0,,US,US-CA,INDEPENDENCE,K2O7,,2O7,"-118.2050018, 36.81380081",5
K2O8,small_airport,Hinton Municipal Airport,1587.0,,US,US-OK,HINTON,K2O8,,2O8,"-98.3423996, 35.50590134",5
K2R0,small_airport,Waynesboro Municipal Airport,164.0,,US,US-MS,WAYNESBORO,K2R0,,2R0,"-88.63480377197266, 31.645999908447266",5
K2R1,small_airport,Le Maire Memorial Airport,14.0,,US,US-LA,JEANERETTE,K2R1,,2R1,"-91.66600036621094, 29.899099349975586",5
K2R2,small_airport,Hendricks County Gordon Graham Field,897.0,,US,US-IN,INDIANAPOLIS,K2R2,,2R2,"-86.47380066, 39.74810028",5
K2R4,small_airport,Peter Prince Field,82.0,,US,US-FL,MILTON,K2R4,,2R4,"-86.99369812011719, 30.63759994506836",5
K2R5,small_airport,St Elmo Airport,132.0,,US,US-AL,ST ELMO,K2R5,,2R5,"-88.27510071, 30.50189972",5
K2R6,small_airport,Bunkie Municipal Airport,62.0,,US,US-LA,BUNKIE,K2R6,,2R6,"-92.23410034179688, 30.95669937133789",5
K2R7,small_airport,Franklinton Airport,175.0,,US,US-LA,FRANKLINTON,K2R7,,2R7,"-90.11250305175781, 30.819400787353516",5
K2R9,small_airport,Karnes County Airport,289.0,,US,US-TX,KENEDY,K2R9,,2R9,"-97.8656005859375, 28.825000762939453",5
K2RR,small_airport,River Ranch Resort Airport,55.0,,US,US-FL,RIVER RANCH,K2RR,,2RR,"-81.2052993774414, 27.78219985961914",5
K2S4,small_airport,Warden Airport,1276.0,,US,US-WA,WARDEN,K2S4,,2S4,"-119.066001892, 46.9654006958",5
K2S7,small_airport,Chiloquin State Airport,4217.0,,US,US-OR,CHILOQUIN,K2S7,CHZ,2S7,"-121.879062653, 42.579440493",5
K2S8,small_airport,Wilbur Airport,2182.0,,US,US-WA,WILBUR,K2S8,,2S8,"-118.74299621582031, 47.75419998168945",5
K2S9,small_airport,Willapa Harbor Airport,13.0,,US,US-WA,SOUTH BEND/RAYMOND/,K2S9,,2S9,"-123.822998046875, 46.697601318359375",5
K2T1,small_airport,Muleshoe Municipal Airport,3779.0,,US,US-TX,MULESHOE,K2T1,,2T1,"-102.64099884033203, 34.18510055541992",5
K2V5,small_airport,Wray Municipal Airport,3667.0,,US,US-CO,WRAY,K2V5,,2V5,"-102.2409973, 40.10029984",5
K2V6,small_airport,Yuma Municipal Airport,4136.0,,US,US-CO,YUMA,2V6,,2V6,"-102.712997437, 40.104198455799995",5
K2W5,small_airport,Maryland Airport,170.0,,US,US-MD,INDIAN HEAD,K2W5,,2W5,"-77.072998046875, 38.60049819946289",5
K2W6,small_airport,St. Mary's County Regional Airport,142.0,,US,US-MD,LEONARDTOWN,2W6,LTW,2W6,"-76.5501022339, 38.3153991699",5
K2Y4,small_airport,Rockwell City Municipal Airport,1217.0,,US,US-IA,ROCKWELL CITY,K2Y4,,2Y4,"-94.61799621582031, 42.38750076293945",5
K30,small_airport,Heber Airpark,230.0,,US,US-NY,GANSEVOORT,K30,,K30,"-73.6332015991211, 43.18339920043945",5
K30K,small_airport,Ingalls Municipal Airport,2814.0,,US,US-KS,INGALLS,K30K,,30K,"-100.53099822998047, 37.90700149536133",5
K31,small_airport,Sharon Airport,1508.0,,US,US-NY,SHARON SPRINGS,K31,,K31,"-74.57759857177734, 42.77840042114258",5
K31E,small_airport,Eagles Nest Airport,35.0,,US,US-NJ,WEST CREEK,K31E,,31E,"-74.30789947509766, 39.665401458740234",5
K32A,small_airport,Danville Municipal Airport,387.0,,US,US-AR,DANVILLE,K32A,,32A,"-93.42749786376953, 35.08700180053711",5
K32S,small_airport,Stevensville Airport,3610.0,,US,US-MT,STEVENSVILLE,K32S,,32S,"-114.0530014038086, 46.52510070800781",5
K33J,small_airport,Geneva Municipal Airport,101.0,,US,US-AL,GENEVA,K33J,,33J,"-85.868715, 31.052579",5
K33K,small_airport,Kinsley Municipal Airport,2171.0,,US,US-KS,KINSLEY,K33K,,33K,"-99.4030990600586, 37.909000396728516",5
K33M,small_airport,Water Valley Municipal Airport,270.0,,US,US-MS,WATER VALLEY,K33M,,33M,"-89.68620300292969, 34.16680145263672",5
K33N,small_airport,Delaware Airpark,56.0,,US,US-DE,DOVER/CHESWOLD,33N,,33N,"-75.59639739990001, 39.21839904789999",5
K33R,small_airport,Groveton Trinity County Airport,340.0,,US,US-TX,GROVETON,K33R,,33R,"-95.16410064697266, 31.08489990234375",5
K33S,small_airport,Pru Field,1801.0,,US,US-WA,RITZVILLE,K33S,,33S,"-118.38999938964844, 47.123199462890625",5
K33U,small_airport,Dutch John Airport,6561.0,,US,US-UT,DUTCH JOHN,K33U,,33U,"-109.39099884033203, 40.917701721191406",5
K33V,small_airport,Walden Jackson County Airport,8153.0,,US,US-CO,WALDEN,K33V,,33V,"-106.27100372314453, 40.75040054321289",5
K34,small_airport,Gardner Municipal Airport,1042.0,,US,US-KS,GARDNER,K34,,K34,"-94.9561996459961, 38.80690002441406",5
K34M,small_airport,Campbell Municipal Airport,284.0,,US,US-MO,CAMPBELL,K34M,,34M,"-90.0083999633789, 36.48619842529297",5
K34R,small_airport,Hallettsville Municipal Airport,278.0,,US,US-TX,HALLETTSVILLE,K34R,,34R,"-96.95610046386719, 29.389999389648438",5
K35A,small_airport,"Union County, Troy Shelton Field",610.0,,US,US-SC,UNION,K35A,,35A,"-81.64119720459999, 34.6870002747",5
K35D,small_airport,Padgham Field,706.0,,US,US-MI,ALLEGAN,K35D,,35D,"-85.82510376, 42.53099823",5
K35S,small_airport,Wasco State Airport,1503.0,,US,US-OR,WASCO,K35S,,35S,"-120.67400360107422, 45.58940124511719",5
K36K,small_airport,Kearny County Airport,3077.0,,US,US-KS,LAKIN,,,36K,"-101.254997, 37.969501",5
K36S,small_airport,Happy Camp Airport,1209.0,,US,US-CA,HAPPY CAMP,K36S,,36S,"-123.38899993896484, 41.79069900512695",5
K36U,small_airport,Heber City Municipal Airport - Russ McDonald Field,5637.0,,US,US-UT,HEBER,KHCR,,HCR,"-111.429001, 40.4818",5
K37F,small_airport,Munday Municipal Airport,1473.0,,US,US-TX,MUNDAY,K37F,,37F,"-99.58619689941406, 33.484798431396484",5
K37K,small_airport,Falconhead Airport,690.0,,US,US-OK,BURNEYVILLE,K37K,,37K,"-97.28559875488281, 33.92599868774414",5
K37T,small_airport,Calico Rock Izard County Airport,733.0,,US,US-AR,CALICO ROCK,K37T,,37T,"-92.14450073242188, 36.16450119018555",5
K37V,small_airport,Arapahoe Municipal Airport,2270.0,,US,US-NE,ARAPAHOE,,AHF,37V,"-99.90650177, 40.339500427199994",5
K38D,small_airport,Salem Airpark Inc Airport,1162.0,,US,US-OH,SALEM,K38D,,38D,"-80.86209869384766, 40.94810104370117",5
K38J,small_airport,Hemingway Stuckey Airport,54.0,,US,US-SC,HEMINGWAY,K38J,,38J,"-79.51599884033203, 33.728599548339844",5
K38S,small_airport,Deer Lodge City County Airport,4693.0,,US,US-MT,DEER LODGE,K38S,,38S,"-112.7659988, 46.38819885",5
K38U,small_airport,Wayne Wonderland Airport,7023.0,,US,US-UT,LOA,K38U,,38U,"-111.59600067138672, 38.36249923706055",5
K39N,small_airport,Princeton Airport,128.0,,US,US-NJ,PRINCETON/ROCKY HILL,39N,PCT,39N,"-74.6588973999, 40.3992004395",5
K3A1,small_airport,Cullman Regional Airport-Folsom Field,969.0,,US,US-AL,CULLMAN,KCMD,,CMD,"-86.858002, 34.2687",5
K3A2,small_airport,New Tazewell Municipal Airport,1179.0,,US,US-TN,TAZEWELL,K3A2,,3A2,"-83.55549621582031, 36.410099029541016",5
K3A4,small_airport,Southeast Greensboro Airport,737.0,,US,US-NC,GREENSBORO,K3A4,,3A4,"-79.68550109863281, 35.94200134277344",5
K3A7,small_airport,Eutaw Municipal Airport,170.0,,US,US-AL,EUTAW,K3A7,,3A7,"-87.86250305175781, 32.82099914550781",5
K3AK,small_airport,Dry Bay Airport,43.0,,US,US-AK,YAKUTAT,K3AK,,3AK,"-138.4894, 59.16435",5
K3AU,small_airport,Augusta Municipal Airport,1328.0,,US,US-KS,AUGUSTA,K3AU,,3AU,"-97.0779037475586, 37.671600341796875",5
K3B0,small_airport,Southbridge Municipal Airport,699.0,,US,US-MA,SOUTHBRIDGE,K3B0,,3B0,"-72.03839874267578, 42.10089874267578",5
K3B1,small_airport,Greenville Municipal Airport,1401.0,,US,US-ME,GREENVILLE,K3B1,,3B1,"-69.55159759521484, 45.4630012512207",5
K3B4,small_airport,Littlebrook Air Park,130.0,,US,US-ME,ELIOT,K3B4,,3B4,"-70.77230072021484, 43.14310073852539",5
K3B5,small_airport,Twitchell Airport,356.0,,US,US-ME,TURNER,K3B5,,3B5,"-70.23290252685547, 44.188899993896484",5
K3BS,small_airport,Jack Barstow Airport,635.0,,US,US-MI,MIDLAND,KIKW,,IKW,"-84.258606, 43.663054",5
K3C8,small_airport,Calverton Executive Airpark,75.0,,US,US-NY,CALVERTON,3C8,CTO,3C8,"-72.7919006348, 40.9151000977",5
K3CK,small_airport,Lake in the Hills Airport,888.0,,US,US-IL,CHICAGO/LAKE IN THE HILLS,K3CK,,3CK,"-88.322998046875, 42.2067985534668",5
K3CM,small_airport,James Clements Municipal Airport,585.0,,US,US-MI,BAY CITY,K3CM,,3CM,"-83.89550018, 43.5469017",5
K3CU,small_airport,Cable Union Airport,1360.0,,US,US-WI,CABLE,K3CU,,3CU,"-91.24639892578125, 46.19419860839844",5
K3DW,small_airport,Downtown Airport,1374.0,,US,US-MO,SPRINGFIELD,K3DW,,3DW,"-93.2477035522461, 37.22169876098633",5
K3E0,small_airport,Miami Roberts County Airport,2720.0,,US,US-TX,MIAMI,K3E0,,3E0,"-100.60299682617188, 35.71390151977539",5
K3F2,small_airport,Cisco Municipal Airport,1612.0,,US,US-TX,CISCO,K3F2,,3F2,"-99.00029754638672, 32.41680145263672",5
K3F3,small_airport,C E 'Rusty' Williams Airport,324.0,,US,US-LA,MANSFIELD,K3F3,,3F3,"-93.7655029297, 32.0735015869",5
K3F4,small_airport,Vivian Airport,260.0,,US,US-LA,VIVIAN,K3F4,,3F4,"-94.01020050048828, 32.86130142211914",5
K3F6,small_airport,Dan E Richards Municipal Airport,1860.0,,US,US-TX,PADUCAH,,,3F6,"-100.281998, 34.027599",5
K3F7,small_airport,Jones Memorial Airport,851.0,,US,US-OK,BRISTOW,K3F7,,3F7,"-96.4218978881836, 35.80690002441406",5
K3F9,small_airport,Mineola Wisener Field,429.0,,US,US-TX,MINEOLA,K3F9,,3F9,"-95.51080322265625, 32.676700592041016",5
K3FU,small_airport,Faulkton Municipal Airport,1569.0,,US,US-SD,FAULKTON,K3FU,,3FU,"-99.1156997680664, 45.031898498535156",5
K3G1,small_airport,Erie County Airport,1450.0,,US,US-PA,WATTSBURG,K3G1,,3G1,"-79.85389709472656, 42.044498443603516",5
K3G2,small_airport,Grygla Municipal Mel Wilkens Field,1177.0,,US,US-MN,GRYGLA,K3G2,,3G2,"-95.627197265625, 48.29669952392578",5
K3G3,small_airport,Wadsworth Municipal Airport,974.0,,US,US-OH,WADSWORTH,K3G3,,3G3,"-81.75650024414062, 41.00310134887695",5
K3G4,small_airport,Ashland County Airport,1206.0,,US,US-OH,ASHLAND,K3G4,,3G4,"-82.25559997558594, 40.90299987792969",5
K3G5,small_airport,Dawson Army Air Field,1265.0,,US,US-WV,CAMP DAWSON (KINGWOOD),K3G5,,3G5,"-79.66639709472656, 39.45009994506836",5
K3G6,small_airport,Tri City Airport,1188.0,,US,US-OH,SEBRING,K3G6,,3G6,"-81, 40.90599822998047",5
K3GM,small_airport,Grand Haven Memorial Airpark,604.0,,US,US-MI,GRAND HAVEN,K3GM,,3GM,"-86.19819641113281, 43.034000396728516",5
K3GV,small_airport,East Kansas City Airport,835.0,,US,US-MO,GRAIN VALLEY,K3GV,,3GV,"-94.21330261230469, 39.01559829711914",5
K3H4,small_airport,Hillsboro Municipal Airport,905.0,,US,US-ND,HILLSBORO,K3H4,,3H4,"-97.0604019165039, 47.35940170288086",5
K3HO,small_airport,Hobart Sky Ranch Airport,644.0,,US,US-IN,HOBART,K3HO,,3HO,"-87.26249694824219, 41.55419921875",5
K3I2,small_airport,Mason County Airport,643.0,,US,US-WV,POINT PLEASANT,K3I2,,3I2,"-82.09860229492188, 38.91460037231445",5
K3I3,small_airport,Sky King Airport,496.0,,US,US-IN,TERRE HAUTE,K3I3,,3I3,"-87.3772964477539, 39.54779815673828",5
K3I4,small_airport,Richwood Municipal Airport,2486.0,,US,US-WV,RICHWOOD,K3I4,,3I4,"-80.65070343017578, 38.258399963378906",5
K3I7,small_airport,Dayton-Phillipsburg Airport,1031.0,,US,US-OH,PHILLIPSBURG,,,3I7,"-84.400398, 39.913305",5
K3J0,small_airport,Hampton County Airport,113.0,,US,US-SC,HAMPTON,,,3J0,"-81.081001, 32.8665",5
K3J1,small_airport,Ridgeland-Claude Dean Airport,79.0,,US,US-SC,RIDGELAND,K3J1,,3J1,"-80.992302, 32.492699",5
K3J7,small_airport,Greene County Regional Airport,677.0,,US,US-GA,GREENSBORO,K3J7,,3J7,"-83.13899993896484, 33.59769821166992",5
K3JC,small_airport,Freeman Field,1101.0,,US,US-KS,JUNCTION CITY,K3JC,,3JC,"-96.84329986572266, 39.04330062866211",5
K3K3,small_airport,Syracuse Hamilton County Municipal Airport,3322.0,,US,US-KS,SYRACUSE,K3K3,,3K3,"-101.74600219726562, 37.99169921875",5
K3K6,small_airport,St Louis Metro-East Airport/Shafer Field,477.0,,US,US-IL,ST JACOB,IL48,,IL48,"-89.806602, 38.732899",5
K3K7,small_airport,Mark Hoard Memorial Airport,3303.0,,US,US-KS,LEOTI,K3K7,,3K7,"-101.35299682617188, 38.457000732421875",5
K3K8,small_airport,Comanche County Airport,2085.0,,US,US-KS,COLDWATER,K3K8,,3K8,"-99.33090209960938, 37.22809982299805",5
K3L2,small_airport,Sky Ranch Airport,2599.0,,US,US-NV,SANDY VALLEY,K3L2,,3L2,"-115.62699890136719, 35.7952995300293",5
K3LF,small_airport,Litchfield Municipal Airport,690.0,,US,US-IL,LITCHFIELD,K3LF,,3LF,"-89.67459869384766, 39.162498474121094",5
K3M2,small_airport,Double Springs-Winston County Airport,753.0,,US,US-AL,DOUBLE SPRINGS,K3M2,,3M2,"-87.327797, 34.144501",5
K3M3,small_airport,Collegedale Municipal Airport,860.0,,US,US-TN,COLLEGEDALE,K3M3,,FGU,"-85.02189636230001, 35.0430984497",5
K3M7,small_airport,Lafayette Municipal Airport,969.0,,US,US-TN,LAFAYETTE,K3M7,,3M7,"-86.0582962, 36.51839828",5
K3M8,small_airport,North Pickens Airport,237.0,,US,US-AL,REFORM,K3M8,,3M8,"-88.00659942626953, 33.38679885864258",5
K3M9,small_airport,Warren Municipal Airport,235.0,,US,US-AR,WARREN,K3M9,,3M9,"-92.08540344238281, 33.56039810180664",5
K3MY,small_airport,Mount Hawley Auxiliary Airport,786.0,,US,US-IL,PEORIA,K3MY,,3MY,"-89.61340332, 40.79529953",5
K3N6,small_airport,Old Bridge Airport,87.0,,US,US-NJ,OLD BRIDGE,K3N6,,3N6,"-74.3468017578125, 40.329898834228516",5
K3O1,small_airport,Gustine Airport,75.0,,US,US-CA,GUSTINE,K3O1,,3O1,"-120.96299743652344, 37.262699127197266",5
K3O3,small_airport,Purcell Municipal - Steven E. Shephard field,1143.0,,US,US-OK,PURCELL,,,3O3,"-97.382797, 34.984501",5
K3O4,small_airport,Sayre Municipal Airport,1937.0,,US,US-OK,SAYRE,K3O4,,3O4,"-99.65789794921875, 35.167598724365234",5
K3O9,small_airport,Grand Lake Regional Airport,792.0,,US,US-OK,AFTON,3O9,NRI,3O9,"-94.86190032959, 36.577598571777",5
K3P3,small_airport,Mott Municipal Airport,2411.0,,US,US-ND,MOTT,K3P3,,3P3,"-102.322998046875, 46.35969924926758",5
K3R2,small_airport,Le Gros Memorial Airport,17.0,,US,US-LA,CROWLEY,K3R2,,3R2,"-92.48490142822266, 30.160999298095703",5
K3R4,small_airport,Hart Airport,319.0,,US,US-LA,MANY,K3R4,,3R4,"-93.4865036, 31.54490089",5
K3R7,small_airport,Jennings Airport,23.0,,US,US-LA,JENNINGS,K3R7,,3R7,"-92.67340087890625, 30.242700576782227",5
K3R9,small_airport,Lakeway Airpark,909.0,,US,US-TX,AUSTIN,K3R9,,3R9,"-97.99449920654297, 30.357500076293945",5
K3RC,small_airport,Roscommon Conservation Airport,1156.0,,US,US-MI,ROSCOMMON,K3RC,,3RC,"-84.56670379638672, 44.474998474121094",5
K3S4,small_airport,Illinois Valley Airport,1394.0,,US,US-OR,CAVE JUNCTION,3S4,,3S4,"-123.681999207, 42.1036987305",5
K3S8,small_airport,Grants Pass Airport,1126.0,,US,US-OR,GRANTS PASS,KSXT,GTP,3S8,"-123.388, 42.510101",5
K3S9,small_airport,Condon State Pauling Field,2911.0,,US,US-OR,CONDON,K3S9,,3S9,"-120.16600036621094, 45.24660110473633",5
